ID|PSET|DIALOG|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|AUDIO FILE
#0118a|58||||male||gawoniha|He is speaking.|mp3/0119-Chapter_2-2.6-2.6.1-000162.mp3
0118b|58||||male||uwonisvi|He spoke a while ago.|mp3/0119-Chapter_2-2.6-2.6.1-000162.mp3
#0119a|59||||male||analisdayvhvsga|They are eating a meal.|mp3/0120-Chapter_2-2.6-2.6.2-000000.mp3
0119b|59||||male||unalisdayvhnvi|They ate a meal a while ago.|mp3/0120-Chapter_2-2.6-2.6.2-000000.mp3
#0120a|60||||male||sdigoliyea|You two are reading it.|mp3/0121-Chapter_2-2.6-2.6.3-000192.mp3
0120b|60||||male||sdigoliyevi|You two read it a while ago.|mp3/0121-Chapter_2-2.6-2.6.3-000192.mp3
0121|61||||male||uwohlijvi|He understood it a while ago.|mp3/0123-Chapter_2-2.6-2.6.4-001602.mp3
0122a|62||||male||hinoheha|You are talking about it.|mp3/0124-Chapter_2-2.6-2.6.5-000192.mp3
0122b|62||||male||janohetlvi|You talked about it a while ago.|mp3/0124-Chapter_2-2.6-2.6.5-000192.mp3
0123|63||||male||wahya uyotlei adisgvi|He shot a wolf, he said.|mp3/0125-Chapter_2-2.6-2.6.6-000000.mp3
#0124|64||||male||gado usdi||mp3/0126-Chapter_2-2.6-2.6.7-000182.mp3
#0125|65||||male||jatvganei||mp3/0127-Chapter_2-2.6-2.6.7-002222.mp3
0126|66||||male||osda dunanelohnv|They played well.|mp3/0128-Chapter_2-2.6-2.6.8-000000.mp3
0127|67||||male||jadisgvi|He told me.|mp3/0129-Chapter_2-2.6-2.6.8-003482.mp3
0128|68||||male||ganagatiju wijedolei|Did you go to the doctor?|mp3/0130-Chapter_2-2.6-2.6.9-000392.mp3
0129|69||||male||kohi sanale ugodi agwalisdayvhnvi|This morning, I ate lot.|mp3/0131-Chapter_2-2.6-2.6_This_morning_I_ate_a_lot-000000.mp3

